Terra,Shoes of Focus,Stone of Fal,Warlock's Staff,Rod of Asclepius,Warlock's Staff,Spirit Robe
King Arthur,Reinforced Greaves,Gladiator's Shield,Bulwark of Hope,Silverbranch Bow,Contagion,Poisoned Star
Vamana,Talaria Boots,Frostbound Hammer,Qin's Sais,Toxic Blade,Spectral Armor,Wind Demon
Skadi,Talaria Boots,Frostbound Hammer,Gladiator's Shield,Mantle of Discord,Void Shield,Relic Dagger
Guan Yu,Warrior Tabi,Mystical Mail,Stone of Gaia,Relic Dagger,Blackthorn Hammer,Relic Dagger
Zhong Kui,Reinforced Shoes,Stone of Binding,Relic Dagger,Breastplate of Valor,Gauntlet of Thebes,Bumba's Mask
Hachiman,Ninja Tabi,Pestilence,Malice,Runic Shield,Hide of the Urchin,Runic Shield
Geb,Shoes of the Magi,Mail of Renewal,Soul Reaver,Ethereal Staff,Mystical Mail,Gauntlet of Thebes
Horus,Reinforced Greaves,Blackthorn Hammer,Genji's Guard,Qin's Sais,Winged Blade,Spirit Robe
Mercury,Reinforced Greaves,Odysseus' Bow,Rage,Qin's Sais,Silverbranch Bow,Brawler's Beat Stick
King Arthur,Warrior Tabi,Shogun's Kusari,Witchblade,Devourer's Gauntlet,Gladiator's Shield,Transcendence
Khepri,Shoes of Focus,Stone of Gaia,Bumba's Mask,Relic Dagger,Obsidian Shard,Spear of Desolation
Artemis,Reinforced Greaves,Lono's Mask,Hydra's Lament,Runic Shield,Contagion,Transcendence
Medusa,Talaria Boots,Emperor's Armor,Relic Dagger,Shogun's Kusari,Witchblade,Bulwark of Hope
Tyr,Ninja Tabi,Hide of the Urchin,Silverbranch Bow,Sovereignty,Oni Hunter's Garb,Blackthorn Hammer
Osiris,Ninja Tabi,Hide of the Urchin,Magi's Cloak,Heartward Amulet,Rangda's Mask,Pridwen
Sun Wukong,Reinforced Greaves,Ancile,Gladiator's Shield,Talisman of Energy,The Executioner,Transcendence
Raijin,Travelers Shoes,Contagion,Doom Orb,Talisman of Energy,Stone of Fal,Obsidian Shard
Sun Wukong,Talaria Boots,Blackthorn Hammer,Relic Dagger,Arondight,Hide of the Urchin,Heartward Amulet
Xbalanque,Talaria Boots,Blackthorn Hammer,Talisman of Energy,Stone of Gaia,The Executioner,Atalanta's Bow
Amaterasu,Reinforced Greaves,Devourer's Gauntlet,Magi's Cloak,Mail of Renewal,Stone of Gaia,Bulwark of Hope
Set,Talaria Boots,Jotunn's Wrath,Runic Shield,Mail of Renewal,Malice,Ichaival
Kali,Warrior Tabi,Gauntlet of Thebes,Breastplate of Valor,Hide of the Urchin,Brawler's Beat Stick,Relic Dagger
Camazotz,Reinforced Greaves,Wind Demon,Malice,Contagion,Mail of Renewal,Mystical Mail
Tyr,Reinforced Greaves,Devourer's Gauntlet,Qin's Sais,Bumba's Mask,Gauntlet of Thebes,Hastened Katana
Xing Tian,Shoes of Focus,Pythagorem's Piece,Gauntlet of Thebes,Jade Emperor's Crown,Spear of Desolation,Polynomicon
Artemis,Reinforced Greaves,Ancile,Midgardian Mail,Rage,Magi's Cloak,Midgardian Mail
Erlang Shen,Talaria Boots,Relic Dagger,Gauntlet of Thebes,Ichaival,Odysseus' Bow,Shifter's Shield
Mercury,Talaria Boots,Asi,Magi's Cloak,Bumba's Mask,Golden Blade,Breastplate of Valor
Ullr,Reinforced Greaves,Witchblade,Asi,Berserker's Shield,Toxic Blade,Frostbound Hammer
Cabrakan,Shoes of Focus,Spirit Robe,Obsidian Shard,Bumba's Mask,Void Stone,Shield of Regrowth
Set,Talaria Boots,Hydra's Lament,Golden Blade,Breastplate of Valor,Shogun's Kusari,Masamune
Serqet,Warrior Tabi,Devourer's Gauntlet,Malice,Genji's Guard,Gauntlet of Thebes,Masamune
Ares,Shoes of Focus,Obsidian Shard,Emperor's Armor,Heartward Amulet,Mail of Renewal,Shield of Regrowth
Guan Yu,Ninja Tabi,Jotunn's Wrath,Genji's Guard,Genji's Guard,Talisman of Energy,Blackthorn Hammer
Sylvanus,Shoes of the Magi,Stone of Fal,Mail of Renewal,Spear of Desolation,Hastened Ring,Breastplate of Valor
Awilix,Ninja Tabi,Asi,Midgardian Mail,Berserker's Shield,Golden Blade,Hide of the Urchin
Apollo,Talaria Boots,Blackthorn Hammer,Talisman of Energy,The Executioner,Bumba's Mask,Runeforged Hammer
Hercules,Ninja Tabi,Breastplate of Valor,Pestilence,Witchblade,Silverbranch Bow,Malice
Rama,Warrior Tabi,The Executioner,Transcendence,Hide of the Nemean Lion,Pridwen,Silverbranch Bow
Sobek,Reinforced Shoes,Celestial Legion Helm,Shaman's Ring,Lotus Crown,Staff Of Myrddin,Shaman's Ring
Neith,Ninja Tabi,Heartward Amulet,Poisoned Star,Titan's Bane,Malice,Sovereignty
Thanatos,Talaria Boots,Transcendence,Heartward Amulet,Asi,Titan's Bane,Runic Shield
Nemesis,Ninja Tabi,Ichaival,Void Shield,Mantle of Discord,Deathbringer,Runic Shield
Ganesha,Shoes of Focus,Magi's Cloak,Pridwen,Doom Orb,Shield of Regrowth,Bumba's Mask
Odin,Talaria Boots,Asi,Ancile,Heartward Amulet,Hide of the Urchin,Sovereignty
Hachiman,Reinforced Greaves,Heartward Amulet,Hydra's Lament,Mail of Renewal,Fail-not,Magi's Cloak
Kuzenbo,Shoes of the Magi,Spear of the Magus,Sovereignty,Pestilence,Jade Emperor's Crown,Genji's Guard
Nemesis,Warrior Tabi,Shield of Regrowth,Shogun's Kusari,Magi's Cloak,Genji's Guard,Oni Hunter's Garb
Jormungandr,Shoes of the Magi,Heartward Amulet,Stone of Fal,Spear of the Magus,Emperor's Armor,Pestilence
Ymir,Reinforced Shoes,Hastened Ring,Contagion,Spear of Desolation,Polynomicon,Stone of Gaia
Chernobog,Ninja Tabi,Talisman of Energy,Malice,Midgardian Mail,Pestilence,Heartward Amulet
Sun Wukong,Ninja Tabi,Pestilence,Stone Cutting Sword,Golden Blade,Mail of Renewal,Talisman of Energy
Izanami,Reinforced Greaves,Brawler's Beat Stick,Poisoned Star,Talisman of Energy,Relic Dagger,Mantle of Discord
Khepri,Reinforced Shoes,Shield of Regrowth,Genji's Guard,Shield of Regrowth,Book of the Dead,Hide of the Urchin
Janus,Shoes of the Magi,Gem of Isolation,Heartward Amulet,Breastplate of Valor,Book of Thoth,Lono's Mask
Cernunnos,Talaria Boots,Pestilence,Bulwark of Hope,Silverbranch Bow,Heartward Amulet,Asi
Discordia,Shoes of Focus,Hide of the Urchin,Doom Orb,Telkhines Ring,Soul Gem,Book of Thoth
Rama,Talaria Boots,Stone of Gaia,Odysseus' Bow,Devourer's Gauntlet,Bumba's Mask,Rage
Kuzenbo,Shoes of the Magi,Mystical Mail,Midgardian Mail,Heartward Amulet,Lotus Crown,Magi's Cloak
Ullr,Talaria Boots,Transcendence,Stone of Gaia,Hide of the Urchin,Blackthorn Hammer,Void Shield
Sun Wukong,Warrior Tabi,Rangda's Mask,Pridwen,Ichaival,Silverbranch Bow,Wind Demon
Hades,Shoes of Focus,Book of Thoth,Stone of Gaia,Toxic Blade,Spear of the Magus,Hastened Ring
Amaterasu,Talaria Boots,Deathbringer,Toxic Blade,Frostbound Hammer,Heartward Amulet,Heartward Amulet
Mercury,Talaria Boots,Pestilence,Atalanta's Bow,Toxic Blade,Asi,Brawler's Beat Stick
Khepri,Travelers Shoes,Telkhines Ring,Celestial Legion Helm,Ethereal Staff,Pridwen,Polynomicon
Cupid,Reinforced Greaves,Transcendence,Midgardian Mail,Magi's Cloak,Gauntlet of Thebes,Spectral Armor
Kumbhakarna,Shoes of the Magi,Spear of the Magus,Spear of Desolation,Doom Orb,Pridwen,Mail of Renewal
Amaterasu,Warrior Tabi,Titan's Bane,Runeforged Hammer,Devourer's Gauntlet,Blackthorn Hammer,Contagion
He Bo,Reinforced Shoes,Soul Reaver,Jade Emperor's Crown,Mantle of Discord,Polynomicon,Hide of the Urchin
Rama,Warrior Tabi,Titan's Bane,Stone of Gaia,Pridwen,Midgardian Mail,Pestilence
Athena,Shoes of Focus,Shogun's Kusari,Doom Orb,Celestial Legion Helm,Toxic Blade,Mantle of Discord
Arachne,Talaria Boots,Deathbringer,Gladiator's Shield,Runic Shield,Deathbringer,Ancile
Vamana,Warrior Tabi,Pridwen,Frostbound Hammer,Stone Cutting Sword,Runic Shield,Breastplate of Valor
Guan Yu,Ninja Tabi,Contagion,Qin's Sais,Sovereignty,Mantle of Discord,Oni Hunter's Garb
Nu Wa,Travelers Shoes,Spirit Robe,Heartward Amulet,Heartward Amulet,Genji's Guard,Breastplate of Valor
Hades,Shoes of Focus,Toxic Blade,Staff Of Myrddin,Soul Reaver,Winged Blade,Typhon's Fang
Set,Talaria Boots,Midgardian Mail,Breastplate of Valor,Pestilence,Witchblade,Pestilence
Achilles,Warrior Tabi,Bulwark of Hope,Breastplate of Valor,Hastened Katana,Asi,Midgardian Mail
Pele,Ninja Tabi,Mantle of Discord,Shield of Regrowth,Midgardian Mail,Bumba's Mask,Hide of the Urchin
Sol,Shoes of Focus,Soul Gem,Demonic Grip,Contagion,Soul Gem,Midgardian Mail
Chronos,Shoes of the Magi,Pythagorem's Piece,Jade Emperor's Crown,Mail of Renewal,Warlock's Staff,Staff Of Myrddin
Agni,Reinforced Shoes,Lono's Mask,Pridwen,Talisman of Energy,Winged Blade,Mystical Mail
Raijin,Shoes of the Magi,Pythagorem's Piece,Oni Hunter's Garb,Spirit Robe,Shaman's Ring,Stone of Fal
Rama,Reinforced Greaves,Gauntlet of Thebes,Atalanta's Bow,Pridwen,Rage,Emperor's Armor
Hera,Reinforced Shoes,Bumba's Mask,Toxic Blade,Breastplate of Valor,Pestilence,Pythagorem's Piece
Loki,Ninja Tabi,Qin's Sais,Spirit Robe,Odysseus' Bow,Stone of Gaia,Hydra's Lament
Hou Yi,Talaria Boots,Talisman of Energy,Hydra's Lament,Breastplate of Valor,Lono's Mask,Qin's Sais
Sylvanus,Shoes of the Magi,Lotus Crown,Shield of Regrowth,Shogun's Kusari,Talisman of Energy,Mail of Renewal
Ah Muzen Cab,Warrior Tabi,Ichaival,Breastplate of Valor,Spectral Armor,Blackthorn Hammer,Bumba's Mask
Bacchus,Shoes of the Magi,Spirit Robe,Soul Gem,Obsidian Shard,Lotus Crown,Stone of Binding
Bakasura,Reinforced Greaves,Midgardian Mail,Gladiator's Shield,Shogun's Kusari,Winged Blade,Rage
Odin,Reinforced Greaves,Genji's Guard,Runeforged Hammer,Witchblade,Hide of the Urchin,Berserker's Shield
Bacchus,Reinforced Shoes,Winged Blade,Jade Emperor's Crown,Midgardian Mail,Pythagorem's Piece,Hide of the Nemean Lion
Nike,Reinforced Greaves,Masamune,Masamune,Mantle of Discord,Poisoned Star,Blackthorn Hammer
Geb,Travelers Shoes,Obsidian Shard,Emperor's Armor,Celestial Legion Helm,Witchblade,Obsidian Shard
Athena,Shoes of Focus,Doom Orb,Staff Of Myrddin,Stone of Gaia,Gem of Isolation,Lotus Crown
Terra,Travelers Shoes,Shaman's Ring,Warlock's Staff,Mantle of Discord,Hide of the Nemean Lion,Jade Emperor's Crown
Bacchus,Reinforced Shoes,Genji's Guard,Book of Thoth,Heartward Amulet,Relic Dagger,Rod of Asclepius
Ratatoskr,Acorn of Yggdrasil,Golden Blade,Wind Demon,Mystical Mail,Talisman of Energy,Wind Demon
Bakasura,Reinforced Greaves,Magi's Cloak,Hide of the Nemean Lion,The Crusher,Witchblade,Runic Shield
Horus,Reinforced Greaves,Rangda's Mask,Asi,Witchblade,Bulwark of Hope,Hide of the Nemean Lion
Khepri,Travelers Shoes,Pridwen,Soul Reaver,Mystical Mail,Oni Hunter's Garb,Bulwark of Hope
Arachne,Ninja Tabi,Malice,Relic Dagger,Winged Blade,Brawler's Beat Stick,Deathbringer
Hel,Shoes of the Magi,Stone of Gaia,Ethereal Staff,Hide of the Urchin,Spear of Desolation,Warlock's Staff
Ganesha,Travelers Shoes,Telkhines Ring,Spear of the Magus,Heartward Amulet,Staff Of Myrddin,Relic Dagger
Camazotz,Warrior Tabi,Wind Demon,Breastplate of Valor,Toxic Blade,Mail of Renewal,Hydra's Lament
Serqet,Talaria Boots,Lono's Mask,Pestilence,Shifter's Shield,Emperor's Armor,Genji's Guard
Achilles,Ninja Tabi,Jotunn's Wrath,Frostbound Hammer,Deathbringer,Arondight,Relic Dagger
Ullr,Warrior Tabi,Shifter's Shield,Atalanta's Bow,Runic Shield,Odysseus' Bow,Gauntlet of Thebes
Thor,Warrior Tabi,Void Shield,Heartward Amulet,Atalanta's Bow,Odysseus' Bow,Shield of Regrowth
Xing Tian,Shoes of Focus,Book of the Dead,Stone of Fal,Hide of the Urchin,Midgardian Mail,Shield of Regrowth
Poseidon,Reinforced Shoes,Warlock's Staff,Spirit Robe,Contagion,Pestilence,Gauntlet of Thebes
Bastet,Reinforced Greaves,Shield of Regrowth,Silverbranch Bow,Magi's Cloak,Jotunn's Wrath,Bumba's Mask
Odin,Ninja Tabi,Devourer's Gauntlet,Hydra's Lament,Runeforged Hammer,Gauntlet of Thebes,Oni Hunter's Garb
Kumbhakarna,Travelers Shoes,Rangda's Mask,Emperor's Armor,Typhon's Fang,Dynasty Plate Helm,Contagion
Sobek,Shoes of Focus,Shaman's Ring,Demonic Grip,Genji's Guard,Breastplate of Valor,Pestilence
Kumbhakarna,Travelers Shoes,Shaman's Ring,Doom Orb,Soul Reaver,Soul Reaver,Rod of Asclepius
Hun Batz,Reinforced Greaves,Spectral Armor,Pridwen,Transcendence,Midgardian Mail,Winged Blade
Bastet,Reinforced Greaves,Odysseus' Bow,Ancile,Wind Demon,Pridwen,Spectral Armor
Anhur,Warrior Tabi,Fail-not,Gauntlet of Thebes,Midgardian Mail,Shield of Regrowth,Spirit Robe
Nox,Reinforced Shoes,Spirit Robe,Book of Thoth,Lotus Crown,Midgardian Mail,Sovereignty
Agni,Shoes of the Magi,Book of Thoth,Relic Dagger,Witchblade,Mail of Renewal,Bulwark of Hope
Sobek,Shoes of Focus,Sovereignty,Bulwark of Hope,Oni Hunter's Garb,Shogun's Kusari,Gem of Isolation
Achilles,Talaria Boots,Atalanta's Bow,Transcendence,Contagion,Emperor's Armor,Relic Dagger
Baron Samedi,Shoes of the Magi,Breastplate of Valor,Warlock's Staff,Spear of the Magus,Mantle of Discord,Talisman of Energy
Nemesis,Ninja Tabi,Pestilence,Hide of the Nemean Lion,Arondight,Runic Shield,Mystical Mail
Athena,Shoes of Focus,Spear of the Magus,Soul Reaver,Mystical Mail,Mantle of Discord,Emperor's Armor
Amaterasu,Warrior Tabi,Heartward Amulet,Genji's Guard,Pridwen,Ancile,Runic Shield
Anhur,Ninja Tabi,Brawler's Beat Stick,Frostbound Hammer,Spirit Robe,Jotunn's Wrath,Contagion
Guan Yu,Ninja Tabi,Arondight,Mystical Mail,Bulwark of Hope,Poisoned Star,Blackthorn Hammer
Da Ji,Ninja Tabi,Poisoned Star,Brawler's Beat Stick,Stone Cutting Sword,Breastplate of Valor,Stone Cutting Sword
Merlin,Travelers Shoes,Soul Reaver,Telkhines Ring,Polynomicon,Shield of Regrowth,Hide of the Nemean Lion
Kuzenbo,Travelers Shoes,Polynomicon,Book of the Dead,Mail of Renewal,Book of Thoth,Book of the Dead
Agni,Shoes of the Magi,Midgardian Mail,Doom Orb,Spear of the Magus,Hide of the Nemean Lion,Rod of Asclepius
Terra,Shoes of the Magi,Magi's Cloak,Shield of Regrowth,Spear of Desolation,Winged Blade,Hide of the Nemean Lion
Kumbhakarna,Shoes of Focus,Genji's Guard,Shield of Regrowth,Hastened Ring,Soul Reaver,Bulwark of Hope
Amaterasu,Reinforced Greaves,Hide of the Urchin,Bumba's Mask,Toxic Blade,Witchblade,Brawler's Beat Stick
Cupid,Reinforced Greaves,Winged Blade,Poisoned Star,Sovereignty,The Executioner,Shifter's Shield
Arachne,Warrior Tabi,Genji's Guard,Berserker's Shield,Hastened Katana,Bulwark of Hope,Lono's Mask
Chaac,Warrior Tabi,Rangda's Mask,Shield of Regrowth,Pridwen,Bulwark of Hope,Titan's Bane
Kukulkan,Travelers Shoes,Bumba's Mask,Obsidian Shard,Shogun's Kusari,Oni Hunter's Garb,Soul Gem
Bellona,Ninja Tabi,Emperor's Armor,Deathbringer,Masamune,Atalanta's Bow,Oni Hunter's Garb
Olorun,Shoes of the Magi,Emperor's Armor,Spirit Robe,Staff Of Myrddin,Pridwen,Sovereignty
Cerberus,Travelers Shoes,Shogun's Kusari,Rod of Asclepius,Hastened Ring,Hide of the Nemean Lion,Genji's Guard
Persephone,Shoes of Focus,Staff Of Myrddin,Spirit Robe,Polynomicon,Spirit Robe,Toxic Blade
Da Ji,Ninja Tabi,Ancile,Masamune,Gladiator's Shield,Emperor's Armor,Breastplate of Valor
Guan Yu,Talaria Boots,Qin's Sais,Ancile,Stone Cutting Sword,Gladiator's Shield,Toxic Blade
Kali,Ninja Tabi,Shogun's Kusari,Genji's Guard,Deathbringer,Mail of Renewal,Breastplate of Valor
Ares,Reinforced Shoes,Genji's Guard,Toxic Blade,Breastplate of Valor,Dynasty Plate Helm,Emperor's Armor
Xing Tian,Shoes of Focus,Jade Emperor's Crown,Contagion,Void Stone,Stone of Binding,Stone of Binding
Nox,Reinforced Shoes,Bancroft's Talon,Midgardian Mail,Genji's Guard,Shogun's Kusari,Gauntlet of Thebes
Cernunnos,Warrior Tabi,Silverbranch Bow,Fail-not,Stone of Gaia,Gauntlet of Thebes,Talisman of Energy
Chang'e,Reinforced Shoes,Polynomicon,Pridwen,Obsidian Shard,Celestial Legion Helm,Typhon's Fang
Awilix,Warrior Tabi,Brawler's Beat Stick,Berserker's Shield,Hide of the Nemean Lion,Runeforged Hammer,Sovereignty
Set,Reinforced Greaves,Hydra's Lament,Ancile,Poisoned Star,Pridwen,Magi's Cloak
Cerberus,Reinforced Shoes,Stone of Binding,Shield of Regrowth,Magi's Cloak,Warlock's Staff,Relic Dagger
Hercules,Talaria Boots,Toxic Blade,Stone Cutting Sword,Genji's Guard,Runic Shield,Toxic Blade
Rama,Talaria Boots,Talisman of Energy,Shifter's Shield,Gladiator's Shield,Lono's Mask,Gauntlet of Thebes
Sobek,Shoes of the Magi,Spear of Desolation,Polynomicon,Rangda's Mask,Pythagorem's Piece,Book of the Dead
Chiron,Warrior Tabi,Titan's Bane,Stone of Gaia,The Crusher,Atalanta's Bow,Mantle of Discord
Serqet,Talaria Boots,Breastplate of Valor,Hide of the Nemean Lion,Poisoned Star,Berserker's Shield,Bumba's Mask
Amaterasu,Warrior Tabi,Devourer's Gauntlet,Rage,Bumba's Mask,Brawler's Beat Stick,Transcendence
Scylla,Shoes of the Magi,Bancroft's Talon,Midgardian Mail,Gauntlet of Thebes,Magi's Cloak,Celestial Legion Helm
Persephone,Shoes of the Magi,Spectral Armor,Gauntlet of Thebes,Mail of Renewal,Book of the Dead,Mystical Mail
The Morrigan,Reinforced Shoes,Spear of Desolation,Contagion,Dynasty Plate Helm,Pythagorem's Piece,Telkhines Ring
Chernobog,Talaria Boots,Atalanta's Bow,Bumba's Mask,Hydra's Lament,Heartward Amulet,The Executioner
Scylla,Reinforced Shoes,Mantle of Discord,Telkhines Ring,Bancroft's Talon,Gauntlet of Thebes,Void Stone
Jing Wei,Ninja Tabi,Malice,Silverbranch Bow,Rage,Spirit Robe,The Crusher
Skadi,Ninja Tabi,Relic Dagger,Hide of the Nemean Lion,Hydra's Lament,Wind Demon,Breastplate of Valor
Loki,Talaria Boots,Mail of Renewal,Arondight,Hide of the Nemean Lion,Emperor's Armor,Magi's Cloak
Hou Yi,Talaria Boots,Gladiator's Shield,Shield of Regrowth,Deathbringer,Gauntlet of Thebes,Heartward Amulet
Raijin,Reinforced Shoes,Magi's Cloak,Hide of the Urchin,Midgardian Mail,Spirit Robe,Staff Of Myrddin
Ganesha,Travelers Shoes,Talisman of Energy,Contagion,Hide of the Urchin,Warlock's Staff,Celestial Legion Helm
Nemesis,Warrior Tabi,Breastplate of Valor,Titan's Bane,Contagion,Asi,Transcendence
Horus,Warrior Tabi,Jotunn's Wrath,Toxic Blade,Contagion,Midgardian Mail,Arondight
Sylvanus,Travelers Shoes,Pythagorem's Piece,Gauntlet of Thebes,Relic Dagger,Talisman of Energy,Pythagorem's Piece
Ares,Reinforced Shoes,Emperor's Armor,Bulwark of Hope,Mystical Mail,Book of Thoth,Hastened Ring
The Morrigan,Reinforced Shoes,Soul Gem,Emperor's Armor,Toxic Blade,Pridwen,Shaman's Ring
Achilles,Reinforced Greaves,Poisoned Star,Sovereignty,Spectral Armor,Bumba's Mask,Brawler's Beat Stick
Hercules,Reinforced Greaves,Bulwark of Hope,Gladiator's Shield,Gauntlet of Thebes,Pridwen,Asi
Hachiman,Warrior Tabi,Mail of Renewal,Poisoned Star,Midgardian Mail,Void Shield,Runic Shield
Neith,Ninja Tabi,Winged Blade,Bumba's Mask,Asi,Breastplate of Valor,Gladiator's Shield
Geb,Reinforced Shoes,Soul Gem,Dynasty Plate Helm,Mail of Renewal,Breastplate of Valor,Rangda's Mask
Hou Yi,Reinforced Greaves,Bulwark of Hope,Spirit Robe,Poisoned Star,The Crusher,Wind Demon
Fenrir,Ninja Tabi,Atalanta's Bow,Runeforged Hammer,Contagion,Winged Blade,Midgardian Mail
Serqet,Ninja Tabi,Devourer's Gauntlet,Hide of the Nemean Lion,Titan's Bane,Arondight,Hide of the Nemean Lion
Discordia,Shoes of Focus,Midgardian Mail,Witchblade,Dynasty Plate Helm,Hide of the Nemean Lion,Gem of Isolation
Ganesha,Reinforced Shoes,Rod of Asclepius,Gem of Isolation,Void Stone,Pestilence,Emperor's Armor
Cupid,Ninja Tabi,Odysseus' Bow,Emperor's Armor,The Crusher,Heartward Amulet,Emperor's Armor
Achilles,Ninja Tabi,Toxic Blade,Bulwark of Hope,Toxic Blade,Rangda's Mask,Golden Blade
Artemis,Warrior Tabi,Qin's Sais,The Crusher,Deathbringer,Runic Shield,Frostbound Hammer
Geb,Shoes of Focus,Bumba's Mask,Toxic Blade,Jade Emperor's Crown,Mail of Renewal,Mail of Renewal
Kali,Warrior Tabi,Atalanta's Bow,Shogun's Kusari,Jotunn's Wrath,Contagion,Hydra's Lament
Ganesha,Travelers Shoes,Contagion,Void Stone,Magi's Cloak,Gauntlet of Thebes,Midgardian Mail
Erlang Shen,Ninja Tabi,Wind Demon,Stone Cutting Sword,Rangda's Mask,Sovereignty,Contagion
Scylla,Travelers Shoes,Relic Dagger,Gauntlet of Thebes,Typhon's Fang,Midgardian Mail,Typhon's Fang
Sobek,Reinforced Shoes,Rod of Asclepius,Soul Gem,Staff Of Myrddin,Book of Thoth,Spirit Robe
Kali,Talaria Boots,Rage,Masamune,Runic Shield,Bumba's Mask,Ancile
Susano,Ninja Tabi,Transcendence,Stone Cutting Sword,Wind Demon,Gladiator's Shield,Lono's Mask
Sol,Travelers Shoes,Typhon's Fang,Magi's Cloak,Hide of the Nemean Lion,Celestial Legion Helm,Ethereal Staff
Ah Muzen Cab,Ninja Tabi,Ichaival,Stone of Gaia,Witchblade,Toxic Blade,Talisman of Energy
Hachiman,Talaria Boots,Talisman of Energy,Ichaival,Devourer's Gauntlet,Breastplate of Valor,Heartward Amulet
Merlin,Reinforced Shoes,Warlock's Staff,Witchblade,Mystical Mail,Oni Hunter's Garb,Mantle of Discord
Guan Yu,Talaria Boots,Stone of Gaia,Atalanta's Bow,Masamune,Talisman of Energy,Ichaival
Hou Yi,Warrior Tabi,Runeforged Hammer,Void Shield,Genji's Guard,Pridwen,Mail of Renewal
Kali,Ninja Tabi,Silverbranch Bow,Shifter's Shield,The Executioner,The Crusher,Gladiator's Shield
Cabrakan,Travelers Shoes,Rangda's Mask,Stone of Gaia,Spirit Robe,Sovereignty,Mail of Renewal
Cerberus,Shoes of the Magi,Hastened Ring,Pythagorem's Piece,Demonic Grip,Magi's Cloak,Breastplate of Valor
Ymir,Shoes of Focus,Relic Dagger,Spear of Desolation,Book of Thoth,Spirit Robe,Midgardian Mail
Cernunnos,Warrior Tabi,Gauntlet of Thebes,Witchblade,Mystical Mail,Bulwark of Hope,Ancile
Achilles,Reinforced Greaves,Transcendence,Stone of Gaia,Runic Shield,Pestilence,Relic Dagger
King Arthur,Reinforced Greaves,Hide of the Nemean Lion,Jotunn's Wrath,Berserker's Shield,Hide of the Nemean Lion,Relic Dagger
Loki,Warrior Tabi,Winged Blade,Gladiator's Shield,Hydra's Lament,Atalanta's Bow,Asi
Rama,Warrior Tabi,Rage,Silverbranch Bow,Wind Demon,Berserker's Shield,Talisman of Energy
Cerberus,Shoes of the Magi,Witchblade,Ethereal Staff,Pridwen,Gem of Isolation,Hide of the Urchin
Awilix,Warrior Tabi,Stone Cutting Sword,Malice,Midgardian Mail,Wind Demon,Malice
Pele,Warrior Tabi,Void Shield,Winged Blade,Gauntlet of Thebes,Mail of Renewal,Mantle of Discord
Discordia,Shoes of the Magi,Spear of the Magus,Obsidian Shard,Hide of the Nemean Lion,Sovereignty,Contagion
Horus,Reinforced Greaves,Heartward Amulet,Gladiator's Shield,Gauntlet of Thebes,Void Shield,Atalanta's Bow
Apollo,Talaria Boots,Berserker's Shield,Jotunn's Wrath,Poisoned Star,Mail of Renewal,Blackthorn Hammer
Kukulkan,Reinforced Shoes,Breastplate of Valor,Hastened Ring,Contagion,Oni Hunter's Garb,Jade Emperor's Crown
